# id: 'quast_custom'
# section_name: 'CLUSTER: Quast'
# format: 'tsv'
# description: 'QUAST is a quality assessment tool for genome assemblies, written by the Center for Algorithmic Biotechnology.DOI: 10.1093/bioinformatics/btt086.'
"(quast) Assembly"	"(quast) # contigs (>= 0 bp)"	"(quast) # contigs (>= 1000 bp)"	"(quast) # contigs (>= 5000 bp)"	"(quast) # contigs (>= 10000 bp)"	"(quast) # contigs (>= 25000 bp)"	"(quast) # contigs (>= 50000 bp)"	"(quast) Total length (>= 0 bp)"	"(quast) Total length (>= 1000 bp)"	"(quast) Total length (>= 5000 bp)"	"(quast) Total length (>= 10000 bp)"	"(quast) Total length (>= 25000 bp)"	"(quast) Total length (>= 50000 bp)"	"(quast) # contigs"	"(quast) Largest contig"	"(quast) Total length"	"(quast) GC (%)"	"(quast) N50"	"(quast) N90"	"(quast) auN"	"(quast) L50"	"(quast) L90"	"(quast) # N's per 100 kbp"	"sample"	"cluster"	"step"
"Rickon-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.46"	"9056"	"9056"	"9056.0"	"1"	"1"	"11.04"	"Rickon-MN090188"	"cl0"	"itvariant-calling"
"Rickon-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9083"	"9083"	"9083"	"0"	"0"	"0"	"1"	"9083"	"9083"	"41.45"	"9083"	"9083"	"9083.0"	"1"	"1"	"319.28"	"Rickon-reference"	"cl0"	"itvariant-calling"
"Bran-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9064"	"9064"	"9064"	"0"	"0"	"0"	"1"	"9064"	"9064"	"41.55"	"9064"	"9064"	"9064.0"	"1"	"1"	"0.00"	"Bran-reference"	"cl0"	"itvariant-calling"
"Bran-MN090277-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Bran-MN090277-MZ766668"	"cl0"	"itvariant-calling"
"Catelyn-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12418"	"12418"	"12418"	"12418"	"0"	"0"	"1"	"12418"	"12418"	"41.17"	"12418"	"12418"	"12418.0"	"1"	"1"	"1827.99"	"Catelyn-reference"	"cl0"	"itvariant-calling"
"Bran-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"41.51"	"9022"	"9022"	"9022.0"	"1"	"1"	"199.51"	"Bran-MN090240"	"cl0"	"itvariant-calling"
"Tyrion-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9233"	"9233"	"9233"	"0"	"0"	"0"	"1"	"9233"	"9233"	"41.96"	"9233"	"9233"	"9233.0"	"1"	"1"	"10.83"	"Tyrion-MN090277"	"cl0"	"itvariant-calling"
"Jaime-MN090277-MZ766668_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9007"	"9007"	"9007"	"0"	"0"	"0"	"1"	"9007"	"9007"	"41.66"	"9007"	"9007"	"9007.0"	"1"	"1"	"0.00"	"Jaime-MN090277-MZ766668"	"cl1"	"itvariant-calling"
"Tyrion-virosaurus_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9923"	"9923"	"9923"	"0"	"0"	"0"	"1"	"9923"	"9923"	"42.42"	"9923"	"9923"	"9923.0"	"1"	"1"	"2811.65"	"Tyrion-virosaurus"	"cl1"	"itvariant-calling"
"Jon-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9763"	"9763"	"9763"	"0"	"0"	"0"	"1"	"9763"	"9763"	"41.55"	"9763"	"9763"	"9763.0"	"1"	"1"	"7087.99"	"Jon-virosaurus"	"cl0"	"itvariant-calling"
"Catelyn-virosaurus_cl2_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.47"	"9074"	"9074"	"9074.0"	"1"	"1"	"308.57"	"Catelyn-virosaurus"	"cl2"	"itvariant-calling"
"Sansa-reference_cl3_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"39.67"	"9022"	"9022"	"9022.0"	"1"	"1"	"0.00"	"Sansa-reference"	"cl3"	"itvariant-calling"
"Arya-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12402"	"12402"	"12402"	"12402"	"0"	"0"	"1"	"12402"	"12402"	"38.95"	"12402"	"12402"	"12402.0"	"1"	"1"	"169.33"	"Arya-reference"	"cl0"	"itvariant-calling"
"Sansa-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9769"	"9769"	"9769"	"0"	"0"	"0"	"1"	"9769"	"9769"	"39.90"	"9769"	"9769"	"9769.0"	"1"	"1"	"7093.87"	"Sansa-virosaurus"	"cl0"	"itvariant-calling"
"Jon-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"41.54"	"9022"	"9022"	"9022.0"	"1"	"1"	"11.08"	"Jon-MN090240"	"cl0"	"itvariant-calling"
"Eddard-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.53"	"9074"	"9074"	"9074.0"	"1"	"1"	"308.57"	"Eddard-virosaurus"	"cl0"	"itvariant-calling"
"Jaime-MN090277-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9173"	"9173"	"9173"	"0"	"0"	"0"	"1"	"9173"	"9173"	"41.75"	"9173"	"9173"	"9173.0"	"1"	"1"	"10.90"	"Jaime-MN090277-MZ766668"	"cl0"	"itvariant-calling"
"Sansa-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9022"	"9022"	"9022"	"0"	"0"	"0"	"1"	"9022"	"9022"	"39.63"	"9022"	"9022"	"9022.0"	"1"	"1"	"11.08"	"Sansa-MN090240"	"cl0"	"itvariant-calling"
"Daenerys-reference_cl2_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9518"	"9518"	"9518"	"0"	"0"	"0"	"1"	"9518"	"9518"	"41.57"	"9518"	"9518"	"9518.0"	"1"	"1"	"5473.84"	"Daenerys-reference"	"cl2"	"itvariant-calling"
"Jaime-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9001"	"9001"	"9001"	"0"	"0"	"0"	"1"	"9001"	"9001"	"41.57"	"9001"	"9001"	"9001.0"	"1"	"1"	"0.00"	"Jaime-reference"	"cl1"	"itvariant-calling"
"Bran-MN090277-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Bran-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Jaime-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12448"	"12448"	"12448"	"12448"	"0"	"0"	"1"	"12448"	"12448"	"41.51"	"12448"	"12448"	"12448.0"	"1"	"1"	"2321.66"	"Jaime-reference"	"cl0"	"itvariant-calling"
"Arya-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9225"	"9225"	"9225"	"0"	"0"	"0"	"1"	"9225"	"9225"	"39.25"	"9225"	"9225"	"9225.0"	"1"	"1"	"10.84"	"Arya-MN090277"	"cl0"	"itvariant-calling"
"Eddard-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Eddard-MN090277"	"cl0"	"itvariant-calling"
"Jaime-virosaurus_cl21_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9044"	"9044"	"9044"	"0"	"0"	"0"	"1"	"9044"	"9044"	"41.54"	"9044"	"9044"	"9044.0"	"1"	"1"	"309.60"	"Jaime-virosaurus"	"cl21"	"itvariant-calling"
"Jaime-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9529"	"9529"	"9529"	"0"	"0"	"0"	"1"	"9529"	"9529"	"41.78"	"9529"	"9529"	"9529.0"	"1"	"1"	"0.00"	"Jaime-MZ766668"	"cl0"	"itvariant-calling"
"Jaime-virosaurus_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9896"	"9896"	"9896"	"0"	"0"	"0"	"1"	"9896"	"9896"	"42.36"	"9896"	"9896"	"9896.0"	"1"	"1"	"2698.06"	"Jaime-virosaurus"	"cl1"	"itvariant-calling"
"Sansa-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9467"	"9467"	"9467"	"0"	"0"	"0"	"1"	"9467"	"9467"	"39.60"	"9467"	"9467"	"9467.0"	"1"	"1"	"3570.30"	"Sansa-reference"	"cl1"	"itvariant-calling"
"Jaime-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9173"	"9173"	"9173"	"0"	"0"	"0"	"1"	"9173"	"9173"	"41.75"	"9173"	"9173"	"9173.0"	"1"	"1"	"10.90"	"Jaime-MN090277"	"cl0"	"itvariant-calling"
"Catelyn-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9235"	"9235"	"9235"	"0"	"0"	"0"	"1"	"9235"	"9235"	"41.76"	"9235"	"9235"	"9235.0"	"1"	"1"	"10.83"	"Catelyn-MN090277"	"cl0"	"itvariant-calling"
"Sansa-virosaurus_cl8_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"8912"	"8912"	"8912"	"0"	"0"	"0"	"1"	"8912"	"8912"	"38.99"	"8912"	"8912"	"8912.0"	"1"	"1"	"2782.76"	"Sansa-virosaurus"	"cl8"	"itvariant-calling"
"Jaime-MZ766668_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9007"	"9007"	"9007"	"0"	"0"	"0"	"1"	"9007"	"9007"	"41.66"	"9007"	"9007"	"9007.0"	"1"	"1"	"0.00"	"Jaime-MZ766668"	"cl1"	"itvariant-calling"
"Theon-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9015"	"9015"	"9015"	"0"	"0"	"0"	"1"	"9015"	"9015"	"38.90"	"9015"	"9015"	"9015.0"	"1"	"1"	"11.09"	"Theon-MN090240"	"cl0"	"itvariant-calling"
"Jorah-virosaurus_cl4_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9050"	"9050"	"9050"	"0"	"0"	"0"	"1"	"9050"	"9050"	"41.57"	"9050"	"9050"	"9050.0"	"1"	"1"	"618.78"	"Jorah-virosaurus"	"cl4"	"itvariant-calling"
"Daenerys-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Daenerys-MN090277"	"cl0"	"itvariant-calling"
"Eddard-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12417"	"12417"	"12417"	"12417"	"0"	"0"	"1"	"12417"	"12417"	"41.31"	"12417"	"12417"	"12417.0"	"1"	"1"	"5009.26"	"Eddard-reference"	"cl0"	"itvariant-calling"
"Catelyn-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9297"	"9297"	"9297"	"0"	"0"	"0"	"1"	"9297"	"9297"	"41.48"	"9297"	"9297"	"9297.0"	"1"	"1"	"2377.11"	"Catelyn-reference"	"cl1"	"itvariant-calling"
"Jaime-reference_cl2_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9337"	"9337"	"9337"	"0"	"0"	"0"	"1"	"9337"	"9337"	"41.45"	"9337"	"9337"	"9337.0"	"1"	"1"	"5579.95"	"Jaime-reference"	"cl2"	"itvariant-calling"
"Tyrion-MN090277-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9233"	"9233"	"9233"	"0"	"0"	"0"	"1"	"9233"	"9233"	"41.96"	"9233"	"9233"	"9233.0"	"1"	"1"	"10.83"	"Tyrion-MN090277-MZ766668"	"cl0"	"itvariant-calling"
"Theon-MN090277-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9225"	"9225"	"9225"	"0"	"0"	"0"	"1"	"9225"	"9225"	"38.88"	"9225"	"9225"	"9225.0"	"1"	"1"	"2460.70"	"Theon-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Robb-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9083"	"9083"	"9083"	"0"	"0"	"0"	"1"	"9083"	"9083"	"41.47"	"9083"	"9083"	"9083.0"	"1"	"1"	"198.17"	"Robb-virosaurus"	"cl0"	"itvariant-calling"
"Robb-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12412"	"12412"	"12412"	"12412"	"0"	"0"	"1"	"12412"	"12412"	"41.13"	"12412"	"12412"	"12412.0"	"1"	"1"	"3198.52"	"Robb-reference"	"cl0"	"itvariant-calling"
"Arya-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9015"	"9015"	"9015"	"0"	"0"	"0"	"1"	"9015"	"9015"	"38.91"	"9015"	"9015"	"9015.0"	"1"	"1"	"11.09"	"Arya-MN090240"	"cl0"	"itvariant-calling"
"Arya-reference_cl1_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"8934"	"8934"	"8934"	"0"	"0"	"0"	"1"	"8934"	"8934"	"38.67"	"8934"	"8934"	"8934.0"	"1"	"1"	"11.19"	"Arya-reference"	"cl1"	"itvariant-calling"
"Daenerys-virosaurus_cl15_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9074"	"9074"	"9074"	"0"	"0"	"0"	"1"	"9074"	"9074"	"41.53"	"9074"	"9074"	"9074.0"	"1"	"1"	"308.57"	"Daenerys-virosaurus"	"cl15"	"itvariant-calling"
"Robb-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.46"	"9056"	"9056"	"9056.0"	"1"	"1"	"0.00"	"Robb-MN090188"	"cl0"	"itvariant-calling"
"Jon-MN090277-MN090240_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Jon-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Theon-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9225"	"9225"	"9225"	"0"	"0"	"0"	"1"	"9225"	"9225"	"38.88"	"9225"	"9225"	"9225.0"	"1"	"1"	"2460.70"	"Theon-MN090277"	"cl0"	"itvariant-calling"
"Jaime-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"10461"	"10461"	"10461"	"10461"	"0"	"0"	"1"	"10461"	"10461"	"40.61"	"10461"	"10461"	"10461.0"	"1"	"1"	"7121.69"	"Jaime-virosaurus"	"cl0"	"itvariant-calling"
"Jon-MN090277_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Jon-MN090277"	"cl0"	"itvariant-calling"
"Catelyn-MN090188_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9056"	"9056"	"9056"	"0"	"0"	"0"	"1"	"9056"	"9056"	"41.48"	"9056"	"9056"	"9056.0"	"1"	"1"	"0.00"	"Catelyn-MN090188"	"cl0"	"itvariant-calling"
"Daenerys-virosaurus_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"10453"	"10453"	"10453"	"10453"	"0"	"0"	"1"	"10453"	"10453"	"40.47"	"10453"	"10453"	"10453.0"	"1"	"1"	"3501.39"	"Daenerys-virosaurus"	"cl0"	"itvariant-calling"
"Daenerys-reference_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"1"	"0"	"0"	"12420"	"12420"	"12420"	"12420"	"0"	"0"	"1"	"12420"	"12420"	"41.48"	"12420"	"12420"	"12420.0"	"1"	"1"	"3639.29"	"Daenerys-reference"	"cl0"	"itvariant-calling"
"Daenerys-MN090277-MZ766668_cl0_itvariant-calling.consensus"	"1"	"1"	"1"	"0"	"0"	"0"	"9232"	"9232"	"9232"	"0"	"0"	"0"	"1"	"9232"	"9232"	"41.83"	"9232"	"9232"	"9232.0"	"1"	"1"	"10.83"	"Daenerys-MN090277-MZ766668"	"cl0"	"itvariant-calling"
