Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OW081775,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9022399,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-03-09,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-02-22,SAMEA13240150,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OZ225069,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,2025-02-18,BF.11,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29870,partial,,,,Denmark:Sjaelland,Denmark,,Homo sapiens,,2022-11-06,SAMEA114733609,PRJEB49401,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OE995130,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"SIB, Ch. des Mines 9",Switzerland,2021-05-07,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,BE-ETHZ-510093,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,partial,,,,Switzerland:BE,Switzerland,,Homo sapiens,,2021-01-10,SAMEA8671614,PRJEB43828,"Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Switzerland/BE-ETHZ-510093/2021 genome assembly, chromosome: 1"
OW330426,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9440678,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-03-31,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-03-18,SAMEA13796028,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OU329871,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR6085249,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2021-07-06,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2021-06-09,SAMEA9230540,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY385133,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR5972310,,Edinburgh,United Kingdom,2023-07-20,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29887,complete,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2021-05-13,SAMEA9007065,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OW415475,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9495887,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-04-08,BA.2.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-03-22,SAMEA13889794,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
PP184163,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR25062319,"Andersen,K.","The Scripps Research Institute, Immunology and Microbiology",USA,2024-01-22,BA.1.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SEARCH-75316,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29814,complete,,,,USA,USA,,Homo sapiens,,2022-01-18,SAMN36180861,PRJNA612578,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SEARCH-75316/2022, complete genome"
OM221737,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR17468554,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Rossheim,A., Martin,M.A., Waters,M., Matzinger,S.R., Totten,S.E., Travanty,E.A., Smith,A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-11,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2101852882,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29769,partial,,,,USA,USA,,Homo sapiens,,2021-09-22,SAMN24694008,PRJNA686984,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CO-CDPHE-2101852882/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OV579102,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR7831849,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-01-17,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-12-15,SAMEA12040708,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV246496,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2021-12-15,AY.121,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29860,partial,,,,Germany:Europe/Germany/Saxony,Germany,,Homo sapiens,,2021-11-22,SAMEA11088572,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX710086,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-06-18,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29864,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-01-10,SAMEA113008564,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OX652888,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-06-16,BQ.1.18,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29841,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2023-02-05,SAMEA113008274,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OM939790,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR20362036,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-03-08,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,TN-CDC-LC0548435,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29437,partial,,,,USA: Tennessee,USA,TN,Homo sapiens,oronasopharynx,2022-02-09,SAMN26518437,PRJNA716984,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/TN-CDC-LC0548435/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
OY189554,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2023-06-30,BA.2.9,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29711,partial,,,,Germany:Europe/Germany/Brandenburg,Germany,,Homo sapiens,,2022-02-23,SAMEA14189393,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OD982239,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR5318262,"Howes,R., The Lighthouse Lab in,Cambridge., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2021-05-07,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-04,SAMEA8102108,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OY889500,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,2023-12-06,XBB.1.16.11,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29847,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,2023-10-09,SAMEA114554528,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OY798686,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,2023-11-23,BN.1.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29876,partial,,,,Denmark:Sjaelland,Denmark,,Homo sapiens,,2023-01-16,SAMEA114661392,PRJEB49401,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OW189341,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9277786,"Berkshire, Surrey Pathology Services Lighthouse,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-03-21,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29867,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-03-06,SAMEA13403477,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY512704,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,2023-07-26,XBB.1.5.16,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29848,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,2023-03-14,SAMEA113275063,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OL387666,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR16696984,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2021-11-08,AY.25,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,FL-CDC-ASC210336368,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29823,partial,,,,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2021-10-06,SAMN22798923,PRJNA731148,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-CDC-ASC210336368/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OY441429,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,2023-07-25,BA.1.17.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,2022-01-02,SAMEA113258541,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
ON151085,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR20450798,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-04-05,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,NV-CDC-LC0568579,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29247,partial,,,,USA: Nevada,USA,NV,Homo sapiens,oronasopharynx,2022-03-20,SAMN27303230,PRJNA716984,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NV-CDC-LC0568579/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
OX272438,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR10045233,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-08-12,BA.5.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-07-28,SAMEA110588007,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OY261925,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2023-07-05,BA.2.9,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29632,partial,,,,Germany:Europe/Germany/Baden-Wurttemberg,Germany,,Homo sapiens,,2022-05-23,SAMEA113886968,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX639296,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR5400142,,"222 Euston Road, London, NW1 2BU",United Kingdom,2023-06-11,B.1.177,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2020-10-13,SAMEA8181289,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
ON869889,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR19869511,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,2022-06-28,BA.2.12.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,UT-UPHL-220619853913,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29749,partial,,,,USA,USA,,Homo sapiens,,2022-06-02,SAMN29370691,PRJNA614995,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-220619853913/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OX557408,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR6416006,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,2023-05-04,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-07-18,SAMEA9594889,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OU595933,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"SIB, Ch. des Mines 9",Switzerland,2021-09-03,AY.98.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,GE-HUG-35103844,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29848,partial,,,,Switzerland:GE,Switzerland,,Homo sapiens,,2021-08-19,SAMEA9831711,PRJEB43828,"Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Switzerland/GE-HUG-35103844/2021 genome assembly, chromosome: 1"
OQ298678,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR23147485,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2023-01-20,BQ.1.1.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,LA-CDC-QDX45278128,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29718,complete,,,,USA: Louisiana,USA,LA,Homo sapiens,oronasopharynx,2023-01-03,SAMN32806129,PRJNA716985,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA-CDC-QDX45278128/2023, complete genome"
OY506549,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR6757704,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,2023-07-26,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,2021-08-26,SAMEA10118190,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
