"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX25387944_cl439_it1"	"SRX25387944"	"cl439"	"it1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1777.0	"No"	""	1.0	0.0	1.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected; low-confidence DTR"	549779	"k141_62033"	7	0.11	0.22	0.0	"k141_52844,k141_52039,k141_8659,k141_51800,NODE_11255_length_1145_cov_48.710821,k141_44258,NODE_13381_length_1061_cov_3390.531377"	103.0	5.8	"5796.29"	6441714320.0	147.0	36.6	0.05003067	607330.0	1.0	86440.0	0.19722872197796038	43740848.0	99.80277127802204	0.0	0.0	43827288.0	100.0	85766.0	0.19569086729710494	0.0	0.0	0.0	313.0	4019.0	38923.0	204.0	55.3	12740245.0	12139153.0	0.0	0.0	498.0	0.0	43740848.0	32626.0	497.0	313.0	42971.0	19086.0	0.447351	"Unknown Library"	6435982021.0	147.0	36.6	0.05157235	343251.0	1.0	47771.0	0.10909455719532969	43740848.0	99.89090544280467	0.0	0.0	43788619.0	100.0	47648.0	0.10881366228973788	0.0	0.0	0.0	313.0	2737.0	21130.0	202.6	59.8	7007946.0	6655718.0	0.0	0.0	5.0	254.0	16.0	21.0	1.0	254.0	0.0	0.0	275.0	0.0	0.0	0.0	84.0	84.0	128.0	128.0	1.52	1.52	45.0	10.0	7.0	10.0	20.0	30.0	9.0	11.0	8.0	9.0	24.0	29.0	2702.84	0.0	6057.0	2637.0	95.0	95.0	92.0	88.0	86.0	85.0	0.0	0.0	0.0
"SRX25387944_cl439_it2"	"SRX25387944"	"cl439"	"it2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1777.0	"No"	""	1.0	0.0	1.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected; low-confidence DTR"	549779	"k141_62033"	7	0.11	0.22	0.0	"k141_52844,k141_52039,k141_8659,k141_51800,NODE_11255_length_1145_cov_48.710821,k141_44258,NODE_13381_length_1061_cov_3390.531377"	106.0	6.02	"6021.38"	6441714320.0	147.0	36.6	0.0500407	606950.0	1.0	86329.0	0.19697545510915485	43740959.0	99.80302454489085	0.0	0.0	43827288.0	100.0	85688.0	0.19551289598389024	0.0	0.0	0.0	312.0	4014.0	38889.0	204.0	55.3	12723768.0	12129128.0	0.0	0.0	463.0	0.0	43740959.0	32589.0	462.0	312.0	42933.0	19072.0	0.447196	"Unknown Library"	6435991736.0	147.0	36.6	0.05158611	343075.0	1.0	47723.0	0.10898478287151916	43740959.0	99.89101521712847	0.0	0.0	43788682.0	100.0	47598.0	0.10869932097979108	0.0	0.0	0.0	312.0	2732.0	21110.0	202.7	59.8	7001184.0	6650530.0	0.0	0.0	5.0	253.0	16.0	21.0	1.0	253.0	0.0	0.0	274.0	0.0	0.0	0.0	84.0	84.0	129.0	129.0	1.54	1.54	45.0	10.0	7.0	10.0	19.0	30.0	9.0	12.0	9.0	8.0	25.0	29.0	2701.28	0.0	6035.0	2637.0	95.0	95.0	92.0	88.0	86.0	85.0	0.0	0.0	0.0
"SRX25387944_cl439_itvariant-calling"	"SRX25387944"	"cl439"	"itvariant-calling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1765.0	"No"	""	1.0	0.0	1.0	"Low-quality"	"Genome-fragment"	0.26	"AAI-based (medium-confidence)"	0.0	1.0	"no viral genes detected; low-confidence DTR"	549779	"k141_62033"	7	0.11	0.22	0.0	"k141_52844,k141_52039,k141_8659,k141_51800,NODE_11255_length_1145_cov_48.710821,k141_44258,NODE_13381_length_1061_cov_3390.531377"	88.0	5.04	"5042.49"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX26432135_cl108_consensus"	"SRX26432135"	"cl108"	"consensus"	"AF265566:AF265566;"	"0.45"	"3219"	"6366"	"120"	"54"	"0"	"2168"	"2287"	"5922"	"6020"	"0.0008653"	"36"	"Maize rayado fino virus"	"SPECIES"	"unknown"	"Maize rayado fino virus"	"59749"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"3.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3219.0	"No"	""	1.0	0.0	1.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	2763561	"NODE_2751_length_3219_cov_836.793071"	1	0.1	0.12	0.0	"k141_8834"	0.0	0.0	"0.00"	5827591811.0	148.0	39.8	0.0008674498	4711.0	3.0	37377.0	0.09486302157339979	39363645.0	99.9051369784266	0.0	0.0	39401022.0	100.0	36912.0	0.0936828491403091	0.0	0.0	0.0	41.0	739.0	17735.0	244.6	64.1	5537136.0	5430862.0	0.0	0.0	421.0	0.0	39363645.0	21439.0	386.0	41.0	18478.0	6094.0	0.33641	"Unknown Library"	5825719370.0	148.0	39.8	0.0008395169	3020.0	3.0	24803.0	0.06297023939607876	39363645.0	99.93702976060392	0.0	0.0	39388448.0	100.0	24732.0	0.06278998349973068	0.0	0.0	0.0	41.0	569.0	11811.0	243.4	66.5	3664695.0	3597307.0	0.0	0.0	1.0	27.0	1.0	2.0	1.0	27.0	0.0	0.0	29.0	0.0	0.0	0.0	16.0	16.0	11.0	11.0	0.69	0.69	3.0	1.0	2.0	2.0	3.0	1.0	2.0	3.0	1.0	2.0	4.0	3.0	918.73	2.0	1743.0	956.0	100.0	97.0	96.0	94.0	92.0	92.0	0.0	74.0	44.0
"SRX26432135_cl108_it1"	"SRX26432135"	"cl108"	"it1"	"AF265566:AF265566;"	"0.45"	"3219"	"6366"	"120"	"54"	"0"	"2168"	"2287"	"5922"	"6020"	"0.0008653"	"36"	"Maize rayado fino virus"	"SPECIES"	"unknown"	"Maize rayado fino virus"	"59749"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"3.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3219.0	"No"	""	1.0	0.0	1.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	2763561	"NODE_2751_length_3219_cov_836.793071"	1	0.1	0.12	0.0	"k141_8834"	48.0	1.49	"1491.15"	5827591811.0	148.0	39.8	0.0008428735	4578.0	0.0	37391.0	0.09489855364665414	39363631.0	99.90510144635336	0.0	0.0	39401022.0	100.0	36916.0	0.09369300116123891	0.0	0.0	0.0	41.0	739.0	17737.0	244.6	64.1	5539236.0	5431420.0	0.0	0.0	431.0	0.0	39363631.0	21440.0	391.0	41.0	18480.0	6095.0	0.336471	"Unknown Library"	5825718320.0	148.0	39.8	0.0008047653	2895.0	0.0	24810.0	0.06298802229821689	39363631.0	99.93701197770179	0.0	0.0	39388441.0	100.0	24734.0	0.06279507229037067	0.0	0.0	0.0	41.0	569.0	11812.0	243.4	66.6	3665745.0	3597322.0	0.0	0.0	1.0	10.0	2.0	3.0	1.0	10.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	2.0	918.75	0.0	1743.0	956.0	99.0	96.0	96.0	94.0	92.0	92.0	0.0	74.0	44.0
"SRX26432135_cl108_it2"	"SRX26432135"	"cl108"	"it2"	"AF265566:AF265566;"	"0.45"	"3219"	"6366"	"120"	"54"	"0"	"2168"	"2287"	"5922"	"6020"	"0.0008653"	"36"	"Maize rayado fino virus"	"SPECIES"	"unknown"	"Maize rayado fino virus"	"59749"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"3.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3219.0	"No"	""	1.0	0.0	1.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	2763561	"NODE_2751_length_3219_cov_836.793071"	1	0.1	0.12	0.0	"k141_8834"	57.0	1.8	"1801.80"	5827591811.0	148.0	39.8	0.0008388463	4556.0	0.0	37391.0	0.09489855364665414	39363631.0	99.90510144635336	0.0	0.0	39401022.0	100.0	36916.0	0.09369300116123891	0.0	0.0	0.0	43.0	739.0	17737.0	244.6	64.1	5539236.0	5431269.0	0.0	0.0	431.0	0.0	39363631.0	21440.0	391.0	43.0	18480.0	6095.0	0.336471	"Unknown Library"	5825718320.0	148.0	39.8	0.0007997829	2877.0	0.0	24810.0	0.06298802229821689	39363631.0	99.93701197770179	0.0	0.0	39388441.0	100.0	24734.0	0.06279507229037067	0.0	0.0	0.0	43.0	569.0	11812.0	243.4	66.6	3665745.0	3597226.0	0.0	0.0	2.0	10.0	1.0	3.0	1.0	10.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	2.0	918.74	0.0	1743.0	956.0	98.0	97.0	96.0	94.0	92.0	92.0	0.0	74.0	44.0
"SRX26432135_cl108_itvariant-calling"	"SRX26432135"	"cl108"	"itvariant-calling"	"AF265566:AF265566;"	"0.45"	"3219"	"6366"	"120"	"54"	"0"	"2168"	"2287"	"5922"	"6020"	"0.0008653"	"36"	"Maize rayado fino virus"	"SPECIES"	"unknown"	"Maize rayado fino virus"	"59749"	"unknown"	"RNA"	"N"	"N/A"	"Plant"	"3.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3219.0	"No"	""	1.0	0.0	1.0	"Not-determined"	"Genome-fragment"	""	""	0.0	1.0	"no viral genes detected"	2763561	"NODE_2751_length_3219_cov_836.793071"	1	0.1	0.12	0.0	"k141_8834"	113.0	3.54	"3541.47"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX26432135_cl111_consensus"	"SRX26432135"	"cl111"	"consensus"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1754.0	"No"	""	1.0	0.0	1.0	"Low-quality"	"Genome-fragment"	0.47	"AAI-based (medium-confidence)"	0.0	1.0	"no viral genes detected"	186768	"NODE_5571_length_1754_cov_4927.691255"	1	0.31	0.31	0.0	"k141_4750"	0.0	0.0	"0.00"	5827591811.0	148.0	39.8	0.000867376	16035.0	0.0	126168.0	0.32021504416814367	39274854.0	99.67978495583185	0.0	0.0	39401022.0	100.0	124638.0	0.3163318961624904	0.0	0.0	0.0	245.0	2043.0	60311.0	246.5	60.7	18698560.0	18486792.0	0.0	0.0	1378.0	0.0	39274854.0	44222.0	1366.0	245.0	62395.0	28959.0	0.469881	"Unknown Library"	5818753200.0	148.0	39.8	0.0007905605	7712.0	0.0	66884.0	0.17000774088831563	39274854.0	99.82999225911169	0.0	0.0	39341738.0	100.0	66760.0	0.16969255399952082	0.0	0.0	0.0	245.0	1507.0	31901.0	245.2	67.1	9859949.0	9755104.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4560.02	1.0	6999.0	5476.0	100.0	95.0	94.0	94.0	94.0	93.0	0.0	0.0	0.0
"SRX26432135_cl111_it1"	"SRX26432135"	"cl111"	"it1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1754.0	"No"	""	1.0	0.0	1.0	"Low-quality"	"Genome-fragment"	0.47	"AAI-based (medium-confidence)"	0.0	1.0	"no viral genes detected"	186768	"NODE_5571_length_1754_cov_4927.691255"	1	0.31	0.31	0.0	"k141_4750"	65.0	3.71	"3705.82"	5827591811.0	148.0	39.8	0.0008673886	16035.0	0.0	126168.0	0.32021504416814367	39274854.0	99.67978495583185	0.0	0.0	39401022.0	100.0	124638.0	0.3163318961624904	0.0	0.0	0.0	245.0	2046.0	60308.0	246.5	60.7	18698560.0	18486525.0	0.0	0.0	1378.0	0.0	39274854.0	44222.0	1366.0	245.0	62395.0	28959.0	0.469881	"Unknown Library"	5818753200.0	148.0	39.8	0.0007905689	7712.0	0.0	66884.0	0.17000774088831563	39274854.0	99.82999225911169	0.0	0.0	39341738.0	100.0	66760.0	0.16969255399952082	0.0	0.0	0.0	245.0	1508.0	31900.0	245.2	67.1	9859949.0	9755001.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4559.97	0.0	6999.0	5476.0	96.0	95.0	94.0	94.0	94.0	93.0	0.0	0.0	0.0
"SRX26432135_cl111_it2"	"SRX26432135"	"cl111"	"it2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1754.0	"No"	""	1.0	0.0	1.0	"Low-quality"	"Genome-fragment"	0.47	"AAI-based (medium-confidence)"	0.0	1.0	"no viral genes detected"	186768	"NODE_5571_length_1754_cov_4927.691255"	1	0.31	0.31	0.0	"k141_4750"	65.0	3.71	"3705.82"	5827591811.0	148.0	39.8	0.0008673886	16035.0	0.0	126168.0	0.32021504416814367	39274854.0	99.67978495583185	0.0	0.0	39401022.0	100.0	124638.0	0.3163318961624904	0.0	0.0	0.0	245.0	2046.0	60308.0	246.5	60.7	18698560.0	18486525.0	0.0	0.0	1378.0	0.0	39274854.0	44222.0	1366.0	245.0	62395.0	28959.0	0.469881	"Unknown Library"	5818753200.0	148.0	39.8	0.0007905689	7712.0	0.0	66884.0	0.17000774088831563	39274854.0	99.82999225911169	0.0	0.0	39341738.0	100.0	66760.0	0.16969255399952082	0.0	0.0	0.0	245.0	1508.0	31900.0	245.2	67.1	9859949.0	9755001.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4559.97	0.0	6999.0	5476.0	96.0	95.0	94.0	94.0	94.0	93.0	0.0	0.0	0.0
"SRX26432135_cl111_itvariant-calling"	"SRX26432135"	"cl111"	"itvariant-calling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1754.0	"No"	""	1.0	0.0	1.0	"Low-quality"	"Genome-fragment"	0.47	"AAI-based (medium-confidence)"	0.0	1.0	"no viral genes detected"	186768	"NODE_5571_length_1754_cov_4927.691255"	1	0.31	0.31	0.0	"k141_4750"	86.0	4.96	"4960.09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX26432135_cl34_consensus"	"SRX26432135"	"cl34"	"consensus"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"acc|GENBANK|PP057892.1|UNVERIFIED:"	"acc|GENBANK|PP057892.1|UNVERIFIED: White spot syndrome virus clone contig_4 sequence|White spot syndrome virus|VRL|07-JAN-2024"	"82.152"	"909"	"7661"	"409"	"71"	"2"	"308"	"715"	"7315"	"6908"	"6.28e-92"	"350"	909.0	"No"	""	2.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.57	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_7827_length_909_cov_4797.520335"	1	0.15	0.16	0.0	"k141_6438"	0.0	0.0	"0.00"	5827591811.0	148.0	39.8	0.0009229197	7942.0	0.0	59369.0	0.15067883264550855	39341653.0	99.84932116735449	0.0	0.0	39401022.0	100.0	58326.0	0.14803169318805992	0.0	0.0	0.0	227.0	1080.0	28100.0	243.7	63.5	8774621.0	8605299.0	0.0	0.0	995.0	0.0	39341653.0	17693.0	928.0	227.0	29187.0	14893.0	0.517341	"Unknown Library"	5823019646.0	148.0	39.8	0.0008595459	3543.0	0.0	28655.0	0.07278327616842623	39341653.0	99.92721672383156	0.0	0.0	39370308.0	100.0	28558.0	0.07253689760313788	0.0	0.0	0.0	227.0	743.0	13545.0	239.9	71.1	4202456.0	4121944.0	0.0	0.0	2.0	7.0	1.0	3.0	1.0	7.0	0.0	0.0	10.0	0.0	0.0	0.0	5.0	5.0	2.0	2.0	0.4	0.4	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3687.41	1.0	7878.0	3864.0	100.0	94.0	90.0	87.0	86.0	77.0	0.0	73.0	0.0
"SRX26432135_cl34_it1"	"SRX26432135"	"cl34"	"it1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"acc|GENBANK|PP057892.1|UNVERIFIED:"	"acc|GENBANK|PP057892.1|UNVERIFIED: White spot syndrome virus clone contig_4 sequence|White spot syndrome virus|VRL|07-JAN-2024"	"82.152"	"909"	"7661"	"409"	"71"	"2"	"308"	"715"	"7315"	"6908"	"6.28e-92"	"350"	909.0	"No"	""	1.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.57	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_7827_length_909_cov_4797.520335"	1	0.15	0.16	0.0	"k141_6438"	53.0	5.94	"5940.59"	5827591811.0	148.0	39.8	0.0008960956	7711.0	0.0	59369.0	0.15067883264550855	39341653.0	99.84932116735449	0.0	0.0	39401022.0	100.0	58326.0	0.14803169318805992	0.0	0.0	0.0	227.0	1080.0	28100.0	243.7	63.5	8774621.0	8605109.0	0.0	0.0	995.0	0.0	39341653.0	17693.0	927.0	227.0	29187.0	14893.0	0.517324	"Unknown Library"	5823019796.0	148.0	39.8	0.0008593198	3542.0	0.0	28656.0	0.07278581430488645	39341653.0	99.9272141856951	0.0	0.0	39370309.0	100.0	28558.0	0.07253689576071146	0.0	0.0	0.0	227.0	743.0	13545.0	239.9	71.1	4202606.0	4121865.0	0.0	0.0	2.0	7.0	1.0	3.0	1.0	7.0	0.0	0.0	10.0	0.0	0.0	0.0	5.0	5.0	2.0	2.0	0.4	0.4	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3687.32	0.0	7878.0	3864.0	94.0	94.0	90.0	87.0	86.0	77.0	0.0	73.0	0.0
"SRX26432135_cl34_it2"	"SRX26432135"	"cl34"	"it2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"acc|GENBANK|PP057892.1|UNVERIFIED:"	"acc|GENBANK|PP057892.1|UNVERIFIED: White spot syndrome virus clone contig_4 sequence|White spot syndrome virus|VRL|07-JAN-2024"	"82.152"	"909"	"7661"	"409"	"71"	"2"	"308"	"715"	"7315"	"6908"	"6.28e-92"	"350"	909.0	"No"	""	1.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.57	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_7827_length_909_cov_4797.520335"	1	0.15	0.16	0.0	"k141_6438"	53.0	5.94	"5940.59"	5827591811.0	148.0	39.8	0.0008960956	7711.0	0.0	59369.0	0.15067883264550855	39341653.0	99.84932116735449	0.0	0.0	39401022.0	100.0	58326.0	0.14803169318805992	0.0	0.0	0.0	227.0	1080.0	28100.0	243.7	63.5	8774621.0	8605109.0	0.0	0.0	995.0	0.0	39341653.0	17693.0	927.0	227.0	29187.0	14893.0	0.517324	"Unknown Library"	5823019796.0	148.0	39.8	0.0008593198	3542.0	0.0	28656.0	0.07278581430488645	39341653.0	99.9272141856951	0.0	0.0	39370309.0	100.0	28558.0	0.07253689576071146	0.0	0.0	0.0	227.0	743.0	13545.0	239.9	71.1	4202606.0	4121865.0	0.0	0.0	2.0	7.0	1.0	3.0	1.0	7.0	0.0	0.0	10.0	0.0	0.0	0.0	5.0	5.0	2.0	2.0	0.4	0.4	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3687.32	0.0	7878.0	3864.0	94.0	94.0	90.0	87.0	86.0	77.0	0.0	73.0	0.0
"SRX26432135_cl34_itvariant-calling"	"SRX26432135"	"cl34"	"itvariant-calling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"acc|GENBANK|PP057892.1|UNVERIFIED:"	"acc|GENBANK|PP057892.1|UNVERIFIED: White spot syndrome virus clone contig_4 sequence|White spot syndrome virus|VRL|07-JAN-2024"	"82.152"	"909"	"7661"	"409"	"71"	"2"	"308"	"715"	"7315"	"6908"	"6.28e-92"	"350"	909.0	"No"	""	1.0	1.0	0.0	"Low-quality"	"Genome-fragment"	0.57	"AAI-based (high-confidence)"	0.0	1.0	""	181084	"NODE_7827_length_909_cov_4797.520335"	1	0.15	0.16	0.0	"k141_6438"	55.0	6.05	"6050.61"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
